Home Member State;Document Type;Prospectus Type;Approval or filing date;Issuer(s) Name / LEI;ISIN;EU Growth prospectus category;Host Member State(s);Last Update Date;Physical Document;Language;More Info;physical_doc_downl_url;file_name
IRELAND;Base prospectus without Final terms;Base Prospectus;28/03/2025;WISDOMTREE METAL SECURITIES LIMITED - 213800QFA5KMBW5CVX71;;;AUSTRIA,BELGIUM,...;28/03/2025;downloadFile?fileId=39665671&checksum=da459cbccb676ed20dd0fbeeda6a41fd;English;details?core=esma_registers_priii_documents&docId=35256179;https://registers.esma.europa.eu/publication/downloadFile?fileId=39665671&checksum=da459cbccb676ed20dd0fbeeda6a41fd;WISDOMTREE_METAL_SECURITIES_LIMITED_-_213800QFA5KMBW5CVX71__Base_Prospectus__28-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;28/03/2025;STATKRAFT AS - 529900TH4OAW7WYG1777;;;NORWAY;28/03/2025;downloadFile?fileId=39665029&checksum=140718b56e6b07996208f3da3ab80d5b;English;details?core=esma_registers_priii_documents&docId=35255537;https://registers.esma.europa.eu/publication/downloadFile?fileId=39665029&checksum=140718b56e6b07996208f3da3ab80d5b;STATKRAFT_AS_-_529900TH4OAW7WYG1777__Base_Prospectus__28-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;28/03/2025;CATERPILLAR FINANCIAL SERVICES CORPORATION - EDBQKYOPJUCJKLOJDE72, CATERPILLAR FINANCIAL SERVICES LIMITED - 549300LOZA43E2DYBP26, Caterpillar International Finance Designated Activity Company - 8NUHUXWN9LG4XBGJ7O17, Caterpillar International Finance Luxembourg S.àr.l. - 549300YLZOZXX3TDZU28, キャタピラー・ファイナンス株式会社 - 549300IZYK3206QECG76;;;;28/03/2025;downloadFile?fileId=39664906&checksum=87ee0871dfefe438476a15b1aba0c114;English;details?core=esma_registers_priii_documents&docId=35255415;https://registers.esma.europa.eu/publication/downloadFile?fileId=39664906&checksum=87ee0871dfefe438476a15b1aba0c114;CATERPILLAR_FINANCIAL_SERVICES_CORPORATION_-_EDBQKYOPJUCJKLOJDE72_CATERPILLAR_FINANCIAL_SERVICES_LIMITED_-_549300LOZA43E2DYBP26_Caterpillar_International_Finance_Designated_Activity_Company_-_8NUHUXWN9LG4XBGJ7O17_Caterpillar_International_Finance_Luxembourg_Sàrl_-_549300YLZOZXX3TDZU28_キャタピラー・ファイナンス株式会社_-_549300IZYK3206QECG76__Base_Prospectus__28-03-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;28/03/2025;SIA Mintos Finance No.48 - 98450097E86E47C0B470;;;AUSTRIA,BELGIUM,...;01/04/2025;downloadFile?fileId=39727320&checksum=1a5d94fe688c7a715e512d53d4b3e12e;English;details?core=esma_registers_priii_documents&docId=35316218;https://registers.esma.europa.eu/publication/downloadFile?fileId=39727320&checksum=1a5d94fe688c7a715e512d53d4b3e12e;SIA_Mintos_Finance_No48_-_98450097E86E47C0B470__Base_Prospectus__28-03-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;28/03/2025;SIA Mintos Finance No.1 - 984500B4065C92C4FC69;;;AUSTRIA,BELGIUM,...;01/04/2025;downloadFile?fileId=39727322&checksum=1cbb7e3aa7ecd9c46d0bec8d524b0fc6;English;details?core=esma_registers_priii_documents&docId=35316220;https://registers.esma.europa.eu/publication/downloadFile?fileId=39727322&checksum=1cbb7e3aa7ecd9c46d0bec8d524b0fc6;SIA_Mintos_Finance_No1_-_984500B4065C92C4FC69__Base_Prospectus__28-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;27/03/2025;Single Platform Investment Repackaging Entity SA - 635400AXHEAFQKFFNO47;;;;28/03/2025;downloadFile?fileId=39664643&checksum=01dd10d0eb1f32086f552d311a6cd342;English;details?core=esma_registers_priii_documents&docId=35255374;https://registers.esma.europa.eu/publication/downloadFile?fileId=39664643&checksum=01dd10d0eb1f32086f552d311a6cd342;Single_Platform_Investment_Repackaging_Entity_SA_-_635400AXHEAFQKFFNO47__Base_Prospectus__27-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;26/03/2025;AIB GROUP PUBLIC LIMITED COMPANY - 635400AKJBGNS5WNQL34;;;;26/03/2025;downloadFile?fileId=39609119&checksum=9da30a90c1a2eb2dc40b2ecab1cda383;English;details?core=esma_registers_priii_documents&docId=35201006;https://registers.esma.europa.eu/publication/downloadFile?fileId=39609119&checksum=9da30a90c1a2eb2dc40b2ecab1cda383;AIB_GROUP_PUBLIC_LIMITED_COMPANY_-_635400AKJBGNS5WNQL34__Base_Prospectus__26-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;26/03/2025;Fresenius Medical Care AG - 549300CP8NY40UP89Q40;;;GERMANY;26/03/2025;downloadFile?fileId=39608690&checksum=d303741647be608a74afee88371ad82f;English;details?core=esma_registers_priii_documents&docId=35200577;https://registers.esma.europa.eu/publication/downloadFile?fileId=39608690&checksum=d303741647be608a74afee88371ad82f;Fresenius_Medical_Care_AG_-_549300CP8NY40UP89Q40__Base_Prospectus__26-03-2025.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;26/03/2025;Svensk FastighetsFinansiering AB (publ) - 5493002YD4MUDIBFQN78;;;;26/03/2025;downloadFile?fileId=39608279&checksum=ff150440089ae233eab60f6c073917b9;Swedish;details?core=esma_registers_priii_documents&docId=35200172;https://registers.esma.europa.eu/publication/downloadFile?fileId=39608279&checksum=ff150440089ae233eab60f6c073917b9;Svensk_FastighetsFinansiering_AB_(publ)_-_5493002YD4MUDIBFQN78__Base_Prospectus__26-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;26/03/2025;MASHREQBANK PSC - 5493000SA3K24EQKA103, MASHREQBANK PSC - 5493000SA3K24EQKA103, MASHREQBANK PSC - 5493000SA3K24EQKA103;;;;26/03/2025;downloadFile?fileId=39608562&checksum=dfa1bc597d32e366e0f760291c444002;English;details?core=esma_registers_priii_documents&docId=35200449;https://registers.esma.europa.eu/publication/downloadFile?fileId=39608562&checksum=dfa1bc597d32e366e0f760291c444002;MASHREQBANK_PSC_-_5493000SA3K24EQKA103_MASHREQBANK_PSC_-_5493000SA3K24EQKA103_MASHREQBANK_PSC_-_5493000SA3K24EQKA103__Base_Prospectus__26-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;25/03/2025;Berlin Hyp AG - 529900C4RSSBWXBSY931;;;AUSTRIA,GERMANY,...;25/03/2025;downloadFile?fileId=39579009&checksum=22ddc20eb615610fe3ba050db06334e8;English;details?core=esma_registers_priii_documents&docId=35172632;https://registers.esma.europa.eu/publication/downloadFile?fileId=39579009&checksum=22ddc20eb615610fe3ba050db06334e8;Berlin_Hyp_AG_-_529900C4RSSBWXBSY931__Base_Prospectus__25-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;21/03/2025;VOLKSWAGEN AKTIENGESELLSCHAFT - 529900NNUPAGGOMPXZ31, VOLKSWAGEN GROUP OF AMERICA FINANCE, LLC - 5493002SQ1AVQBY41K40, VW CREDIT CANADA, INC. - 5493008EKOD7VIY3LM85, Volkswagen International Finance N.V. - 5299004PWNHKYTR23649;;;;21/03/2025;downloadFile?fileId=39508747&checksum=d5d65c9586172fd9c27a9a2e76af08f6;English;details?core=esma_registers_priii_documents&docId=35110381;https://registers.esma.europa.eu/publication/downloadFile?fileId=39508747&checksum=d5d65c9586172fd9c27a9a2e76af08f6;VOLKSWAGEN_AKTIENGESELLSCHAFT_-_529900NNUPAGGOMPXZ31_VOLKSWAGEN_GROUP_OF_AMERICA_FINANCE_LLC_-_5493002SQ1AVQBY41K40_VW_CREDIT_CANADA_INC_-_5493008EKOD7VIY3LM85_Volkswagen_International_Finance_NV_-_5299004PWNHKYTR23649__Base_Prospectus__21-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;21/03/2025;DANSKE BANK A/S - MAES062Z21O4RZ2U7M96;;;DENMARK;21/03/2025;downloadFile?fileId=39515827&checksum=be0e490d427ad283d30b7a96d57e401d;English;details?core=esma_registers_priii_documents&docId=35111233;https://registers.esma.europa.eu/publication/downloadFile?fileId=39515827&checksum=be0e490d427ad283d30b7a96d57e401d;DANSKE_BANK_A/S_-_MAES062Z21O4RZ2U7M96__Base_Prospectus__21-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;21/03/2025;Boiro Finance B.V. - 213800JVRY4QN73PDL32, CID Finance B.V. - 213800VG3COSIHBE9D27, Douro Finance B.V. - 213800PRB3MULNNR9V82;;;;21/03/2025;downloadFile?fileId=39509247&checksum=412f077ef83ba2612939ecb7dec776a0;English;details?core=esma_registers_priii_documents&docId=35110879;https://registers.esma.europa.eu/publication/downloadFile?fileId=39509247&checksum=412f077ef83ba2612939ecb7dec776a0;Boiro_Finance_BV_-_213800JVRY4QN73PDL32_CID_Finance_BV_-_213800VG3COSIHBE9D27_Douro_Finance_BV_-_213800PRB3MULNNR9V82__Base_Prospectus__21-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;21/03/2025;ATLAS COPCO AKTIEBOLAG - 213800T8PC8Q4FYJZR07, ATLAS COPCO FINANCE DESIGNATED ACTIVITY COMPANY - 549300ZF2VKZ1G5T2U85;;;;21/03/2025;downloadFile?fileId=39509398&checksum=0def41d02e59705578759088e94069b7;English;details?core=esma_registers_priii_documents&docId=35111030;https://registers.esma.europa.eu/publication/downloadFile?fileId=39509398&checksum=0def41d02e59705578759088e94069b7;ATLAS_COPCO_AKTIEBOLAG_-_213800T8PC8Q4FYJZR07_ATLAS_COPCO_FINANCE_DESIGNATED_ACTIVITY_COMPANY_-_549300ZF2VKZ1G5T2U85__Base_Prospectus__21-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;21/03/2025;Emerald Capital Designated Activity Company - 635400EFR6WXWQZIP462, GANYMEDE LIMITED - 5493006TP31XLHKTVJ54, GREENSHORE FINANCE DESIGNATED ACTIVITY COMPANY - 635400WDAII7Z67DM642, JUPITER INTERNATIONAL CO. LIMITED - 5493004SBVQYF06B1N39, SENTINEL FINANCE LIMITED - 549300VZCF5ERVR5NS29, STARLING FINANCE PUBLIC LIMITED COMPANY - NVI3DMSREKNOTKRLVV68, Shamrock Capital Public Limited Company - 635400LCB8JCECELX429, ZAFFERANO LIMITED - 549300463KL9MLDHX065;;;;21/03/2025;downloadFile?fileId=39509246&checksum=4487e7052ff355fad89f656771df790c;English;details?core=esma_registers_priii_documents&docId=35110878;https://registers.esma.europa.eu/publication/downloadFile?fileId=39509246&checksum=4487e7052ff355fad89f656771df790c;Emerald_Capital_Designated_Activity_Company_-_635400EFR6WXWQZIP462_GANYMEDE_LIMITED_-_5493006TP31XLHKTVJ54_GREENSHORE_FINANCE_DESIGNATED_ACTIVITY_COMPANY_-_635400WDAII7Z67DM642_JUPITER_INTERNATIONAL_CO_LIMITED_-_5493004SBVQYF06B1N39_SENTINEL_FINANCE_LIMITED_-_549300VZCF5ERVR5NS29_STARLING_FINANCE_PUBLIC_LIMITED_COMPANY_-_NVI3DMSREKNOTKRLVV68_Shamrock_Capital_Public_Limited_Company_-_635400LCB8JCECELX429_ZAFFERANO_LIMITED_-_549300463KL9MLDHX065__Base_Prospectus__21-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;21/03/2025;KOMMUNALBANKEN AS - I7ETN0QQO2AHZZGHJ389;;;NORWAY;21/03/2025;downloadFile?fileId=39508812&checksum=7bd0f18c10c60bd030c452993d8709b8;English;details?core=esma_registers_priii_documents&docId=35110445;https://registers.esma.europa.eu/publication/downloadFile?fileId=39508812&checksum=7bd0f18c10c60bd030c452993d8709b8;KOMMUNALBANKEN_AS_-_I7ETN0QQO2AHZZGHJ389__Base_Prospectus__21-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;20/03/2025;WILLOW NO. 2 (CAYMAN) LIMITED - 5493000ZVO8TJSZP8S02, WILLOW NO.2 (IRELAND) PUBLIC LIMITED COMPANY - 549300B0B1XTFDS6V025, Willow No. 1 (Luxembourg) S.A. - 549300QOELDX8FRFUH86;;;AUSTRIA,BELGIUM,...;20/03/2025;downloadFile?fileId=39480960&checksum=518cad7870606bef66ec9ee3b9dec89d;English;details?core=esma_registers_priii_documents&docId=35083087;https://registers.esma.europa.eu/publication/downloadFile?fileId=39480960&checksum=518cad7870606bef66ec9ee3b9dec89d;WILLOW_NO_2_(CAYMAN)_LIMITED_-_5493000ZVO8TJSZP8S02_WILLOW_NO2_(IRELAND)_PUBLIC_LIMITED_COMPANY_-_549300B0B1XTFDS6V025_Willow_No_1_(Luxembourg)_SA_-_549300QOELDX8FRFUH86__Base_Prospectus__20-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;20/03/2025;Santander Consumer Bank Aktiengesellschaft - 5299002CRNX7K6KOL397;;;GERMANY;20/03/2025;downloadFile?fileId=39480829&checksum=b964a250ceed468b512e51e4854086ec;English;details?core=esma_registers_priii_documents&docId=35082956;https://registers.esma.europa.eu/publication/downloadFile?fileId=39480829&checksum=b964a250ceed468b512e51e4854086ec;Santander_Consumer_Bank_Aktiengesellschaft_-_5299002CRNX7K6KOL397__Base_Prospectus__20-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;19/03/2025;Evonik Industries AG - 41GUOJQTALQHLF39XJ34;;;AUSTRIA,GERMANY;19/03/2025;downloadFile?fileId=39449026&checksum=871de3f82f33dec4b5628be5761fc239;English;details?core=esma_registers_priii_documents&docId=35051586;https://registers.esma.europa.eu/publication/downloadFile?fileId=39449026&checksum=871de3f82f33dec4b5628be5761fc239;Evonik_Industries_AG_-_41GUOJQTALQHLF39XJ34__Base_Prospectus__19-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;19/03/2025;Fingrid Oyj - 7437006ZZI1F7CUA5518;;;;19/03/2025;downloadFile?fileId=39449327&checksum=570d85a429ba3b0b166771030fe5baab;English;details?core=esma_registers_priii_documents&docId=35051887;https://registers.esma.europa.eu/publication/downloadFile?fileId=39449327&checksum=570d85a429ba3b0b166771030fe5baab;Fingrid_Oyj_-_7437006ZZI1F7CUA5518__Base_Prospectus__19-03-2025.pdf
DENMARK;Base prospectus without Final terms;Base Prospectus;17/03/2025;SAXO BANK A/S - 549300TL5406IC1XKD09;;;BELGIUM,FRANCE,...;17/03/2025;downloadFile?fileId=39387704&checksum=7fab360de55a8ca9e360a5a4999642e2;English;details?core=esma_registers_priii_documents&docId=34991644;https://registers.esma.europa.eu/publication/downloadFile?fileId=39387704&checksum=7fab360de55a8ca9e360a5a4999642e2;SAXO_BANK_A/S_-_549300TL5406IC1XKD09__Base_Prospectus__17-03-2025.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;14/03/2025;L S LIMITED - 2138001ZTDGR9O183Q55;;;AUSTRIA,BELGIUM,...;14/03/2025;downloadFile?fileId=39355786&checksum=8ac419f5d7c370dd8ac6d9ac27c0c795;English;details?core=esma_registers_priii_documents&docId=34962473;https://registers.esma.europa.eu/publication/downloadFile?fileId=39355786&checksum=8ac419f5d7c370dd8ac6d9ac27c0c795;L_S_LIMITED_-_2138001ZTDGR9O183Q55__Base_Prospectus__14-03-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;10/03/2025;SIA Mintos Finance No.7 - 984500014DC6FC4FB109;;;AUSTRIA,BELGIUM,...;10/03/2025;downloadFile?fileId=39220733&checksum=d9cddaff29df1e10f412af27db2e60e9;English;details?core=esma_registers_priii_documents&docId=34832043;https://registers.esma.europa.eu/publication/downloadFile?fileId=39220733&checksum=d9cddaff29df1e10f412af27db2e60e9;SIA_Mintos_Finance_No7_-_984500014DC6FC4FB109__Base_Prospectus__10-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;07/03/2025;UPM-KYMMENE OYJ - 213800EC6PW5VU4J9U64;;;;07/03/2025;downloadFile?fileId=39181199&checksum=d1840fd4c2ba9fe032980115d376990f;English;details?core=esma_registers_priii_documents&docId=34794083;https://registers.esma.europa.eu/publication/downloadFile?fileId=39181199&checksum=d1840fd4c2ba9fe032980115d376990f;UPM-KYMMENE_OYJ_-_213800EC6PW5VU4J9U64__Base_Prospectus__07-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;07/03/2025;THE GOLDMAN SACHS GROUP, INC. - 784F5XWPLTWKTBV3E584;;;AUSTRIA,BELGIUM,...;07/03/2025;downloadFile?fileId=39181277&checksum=d0896f88bd73cbc59abf42bfa570a86e;English;details?core=esma_registers_priii_documents&docId=34794161;https://registers.esma.europa.eu/publication/downloadFile?fileId=39181277&checksum=d0896f88bd73cbc59abf42bfa570a86e;THE_GOLDMAN_SACHS_GROUP_INC_-_784F5XWPLTWKTBV3E584__Base_Prospectus__07-03-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;07/03/2025;Bayer Aktiengesellschaft - 549300J4U55H3WP1XT59;;;;07/03/2025;downloadFile?fileId=39181368&checksum=b5ccaecb1e75269ebe9aa862cc267d19;English;details?core=esma_registers_priii_documents&docId=34794252;https://registers.esma.europa.eu/publication/downloadFile?fileId=39181368&checksum=b5ccaecb1e75269ebe9aa862cc267d19;Bayer_Aktiengesellschaft_-_549300J4U55H3WP1XT59__Base_Prospectus__07-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;07/03/2025;INTESA SANPAOLO SPA - 2W8N8UU78PMDQKZENC08;;;AUSTRIA,BELGIUM,...;07/03/2025;downloadFile?fileId=39181360&checksum=f49d30a0947d9285229bee11e4f13a93;English;details?core=esma_registers_priii_documents&docId=34794244;https://registers.esma.europa.eu/publication/downloadFile?fileId=39181360&checksum=f49d30a0947d9285229bee11e4f13a93;INTESA_SANPAOLO_SPA_-_2W8N8UU78PMDQKZENC08__Base_Prospectus__07-03-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;07/03/2025;Heimstaden Bostad AB - 549300TJR3PR8EXILG79, Heimstaden Bostad Treasury B.V. - 549300ORG6UYMJBCV938;;;NORWAY;07/03/2025;downloadFile?fileId=39181436&checksum=be00566f270da92438f04a7a01135117;English;details?core=esma_registers_priii_documents&docId=34794320;https://registers.esma.europa.eu/publication/downloadFile?fileId=39181436&checksum=be00566f270da92438f04a7a01135117;Heimstaden_Bostad_AB_-_549300TJR3PR8EXILG79_Heimstaden_Bostad_Treasury_BV_-_549300ORG6UYMJBCV938__Base_Prospectus__07-03-2025.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;04/03/2025;BUREAU VERITAS - 969500TPU5T3HA5D1F11;;;;05/03/2025;downloadFile?fileId=39114025&checksum=a34db019da13b98392c9e0bf93a925b2;English;details?core=esma_registers_priii_documents&docId=34726909;https://registers.esma.europa.eu/publication/downloadFile?fileId=39114025&checksum=a34db019da13b98392c9e0bf93a925b2;BUREAU_VERITAS_-_969500TPU5T3HA5D1F11__Base_Prospectus__04-03-2025.pdf
SWEDEN;Base prospectus without Final terms;Base Prospectus;27/02/2025;COINSHARES DIGITAL SECURITIES LIMITED - 549300DR7967WVLR3P83;;;AUSTRIA,BELGIUM,...;03/03/2025;downloadFile?fileId=39039285&checksum=92688cbfcd45f4d51795ff03d420e6f0;English;details?core=esma_registers_priii_documents&docId=34654900;https://registers.esma.europa.eu/publication/downloadFile?fileId=39039285&checksum=92688cbfcd45f4d51795ff03d420e6f0;COINSHARES_DIGITAL_SECURITIES_LIMITED_-_549300DR7967WVLR3P83__Base_Prospectus__27-02-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;24/02/2025;BANKINTER INTERNATIONAL NOTES S.A.R.L. - 529900QGCKTS5X3AG225;;;PORTUGAL,SPAIN;24/02/2025;downloadFile?fileId=38882631&checksum=f93556f189cae956812313661c36abd8;English;details?core=esma_registers_priii_documents&docId=34505596;https://registers.esma.europa.eu/publication/downloadFile?fileId=38882631&checksum=f93556f189cae956812313661c36abd8;BANKINTER_INTERNATIONAL_NOTES_SARL_-_529900QGCKTS5X3AG225__Base_Prospectus__24-02-2025.pdf
FRANCE;Base prospectus without Final terms;Base Prospectus;21/02/2025;ACCOR - 969500QZC2Q0TK11NV07;;;;24/02/2025;downloadFile?fileId=38882201&checksum=213d329a88d918bdf29769e700fed031;English;details?core=esma_registers_priii_documents&docId=34505220;https://registers.esma.europa.eu/publication/downloadFile?fileId=38882201&checksum=213d329a88d918bdf29769e700fed031;ACCOR_-_969500QZC2Q0TK11NV07__Base_Prospectus__21-02-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;20/02/2025;Driver Belgium Master - 254900XU5H6UE382OU52;;;;20/02/2025;downloadFile?fileId=38817782&checksum=70aee53f08671ae2f040d0c8114714c1;English;details?core=esma_registers_priii_documents&docId=34446194;https://registers.esma.europa.eu/publication/downloadFile?fileId=38817782&checksum=70aee53f08671ae2f040d0c8114714c1;Driver_Belgium_Master_-_254900XU5H6UE382OU52__Base_Prospectus__20-02-2025.pdf
LATVIA;Base prospectus without Final terms;Base Prospectus;19/02/2025;SIA Mintos Finance No.45 - 98450059H090976DBC22;;;AUSTRIA,BELGIUM,...;19/02/2025;downloadFile?fileId=38784668&checksum=d794a8fec426432a540b5ae25c4add8e;English;details?core=esma_registers_priii_documents&docId=34413467;https://registers.esma.europa.eu/publication/downloadFile?fileId=38784668&checksum=d794a8fec426432a540b5ae25c4add8e;SIA_Mintos_Finance_No45_-_98450059H090976DBC22__Base_Prospectus__19-02-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;19/02/2025;COOP PANK AS - 549300EHNXQVOI120S55;;;;19/02/2025;downloadFile?fileId=38785587&checksum=0430cbe1034ccaaf6328d5e041c5c79f;English;details?core=esma_registers_priii_documents&docId=34414332;https://registers.esma.europa.eu/publication/downloadFile?fileId=38785587&checksum=0430cbe1034ccaaf6328d5e041c5c79f;COOP_PANK_AS_-_549300EHNXQVOI120S55__Base_Prospectus__19-02-2025.pdf
LUXEMBOURG;Base prospectus without Final terms;Base Prospectus;19/02/2025;BPER BANCA S.P.A. - N747OI7JINV7RUUH6190;;;;19/02/2025;downloadFile?fileId=38784898&checksum=92f4a3eedbd27d13e0c0141778bd2735;English;details?core=esma_registers_priii_documents&docId=34413666;https://registers.esma.europa.eu/publication/downloadFile?fileId=38784898&checksum=92f4a3eedbd27d13e0c0141778bd2735;BPER_BANCA_SPA_-_N747OI7JINV7RUUH6190__Base_Prospectus__19-02-2025.pdf
IRELAND;Base prospectus without Final terms;Base Prospectus;19/02/2025;MØRE BOLIGKREDITT AS - 5967007LIEEXZX4U7426;;;NORWAY;19/02/2025;downloadFile?fileId=38785378&checksum=eb9bdccc28511d9147555cd7344fee19;English;details?core=esma_registers_priii_documents&docId=34414124;https://registers.esma.europa.eu/publication/downloadFile?fileId=38785378&checksum=eb9bdccc28511d9147555cd7344fee19;MØRE_BOLIGKREDITT_AS_-_5967007LIEEXZX4U7426__Base_Prospectus__19-02-2025.pdf
